,date,ordinal_date,dayofweek,day,start_time,end_time,time_taken,activity,activity status,planned
446,2018-07-24,145,Tuesday,Tuesday 24th July 2018,09:00:00,18:00:00,540.0,9-6: PISA 062 J-C (blood ready at 9:30) Cancelled,not done,True
447,2018-07-24,145,Tuesday,Tuesday 24th July 2018,,,,"Fill tips, wash up, make up RBCLB and PBS aliquots, test RBCLB",done,True
448,2018-07-24,145,Tuesday,Tuesday 24th July 2018,09:00:00,11:00:00,120.0,"9-11: GL06 qPCR MMP2, MMP7, MMP9",done,True
449,2018-07-24,145,Tuesday,Tuesday 24th July 2018,,,,"Investigate alternative suppliers of pneumococcal ab ELISA, called HAPS @ Westmead, sent email",done,False
450,2018-07-24,145,Tuesday,Tuesday 24th July 2018,14:00:00,17:00:00,180.0,2-5: KB20 lung protein BCA,done,False
451,2018-07-24,145,Tuesday,Tuesday 24th July 2018,12:00:00,17:00:00,300.0,12-5: TJ16 RNA extraction delayed till tomorrow,not done,True
452,2018-07-25,146,Wednesday,Wednesday 25th July 2018,09:00:00,13:00:00,240.0,9-1: TJ16 RNA extraction,done,True
453,2018-07-25,146,Wednesday,Wednesday 25th July 2018,14:00:00,17:00:00,180.0,2-5: TJ16 RNA extraction pt 2,done,False
454,2018-07-25,146,Wednesday,Wednesday 25th July 2018,,,,"Get more quotes for pneumococcal Ab, Laverty Pathology",done,False
455,2018-07-26,147,Thursday,Thursday 26th July 2018,09:00:00,19:30:00,630.0,9-7:30: PISA069 G-B (blood ready before 12) and PISA065 JDL (blood ready at 9:30 till 10ish),done,True
456,2018-07-26,147,Thursday,Thursday 26th July 2018,,,,Make new big PBS bottles and MQW for autoclaving,done,True
457,2018-07-27,148,Friday,Friday 27th July 2018,07:00:00,14:00:00,420.0,7-2: Colon macrophage isolation trial #1 can’t do because of PISA,not done,True
458,2018-07-27,148,Friday,Friday 27th July 2018,,,,Take down yesterday’s PISA samples from Mr Frosty,done,True
459,2018-07-27,148,Friday,Friday 27th July 2018,10:30:00,19:00:00,510.0,10:30-7: PISA070 A-M (blood ready at 11-ish),done,False
460,2018-07-27,148,Friday,Friday 27th July 2018,,,,Make hood bookings for PISA,done,False
462,2018-07-30,151,Monday,Monday 30th July 2018,,,,Take down Friday’s PISA samples from Mr Frosty,done,True
463,2018-07-30,151,Monday,Monday 30th July 2018,09:30:00,10:30:00,60.0,9:30-10:30: Pipette survey,done,False
464,2018-07-30,151,Monday,Monday 30th July 2018,,,,PBS aliquots,done,False
465,2018-07-30,151,Monday,Monday 30th July 2018,,,,Rack tips from auto-fill thingy – autoclave or put on PCR bench find time to do other two tomorrow,partly done,True
466,2018-07-30,151,Monday,Monday 30th July 2018,09:00:00,10:00:00,60.0,9-10: lab meeting,done,True
467,2018-07-30,151,Monday,Monday 30th July 2018,10:30:00,12:00:00,90.0,10:30-12: GL06 COPD MMP7 PCR,done,True
468,2018-07-30,151,Monday,Monday 30th July 2018,12:00:00,16:00:00,240.0,12-4: RV018 RNA extraction,done,True
469,2018-07-31,152,Tuesday,Tuesday 31st July 2018,09:00:00,13:00:00,240.0,9-1: RV018 RNA extraction pt 2,done,True
470,2018-07-31,152,Tuesday,Tuesday 31st July 2018,13:00:00,17:00:00,240.0,1-5: RV018 RNA extraction pt 3 (final),done,True
471,2018-07-31,152,Tuesday,Tuesday 31st July 2018,,,,PBS aliquots,done,False
472,2018-08-01,153,Wednesday,Wednesday 1st August 2018,11:00:00,20:00:00,540.0,11-8: PISA066 B-C blood ready at 11:30am Cancelled,not done,True
473,2018-08-01,153,Wednesday,Wednesday 1st August 2018,,,,[1 hour of time in lieu],note,True
474,2018-08-01,153,Wednesday,Wednesday 1st August 2018,10:00:00,12:00:00,120.0,"10-12: Analyse data from KB20 BCA, GL06 COPD qPCR, and RV018 RNA extractions",done,False
475,2018-08-01,153,Wednesday,Wednesday 1st August 2018,13:00:00,15:00:00,120.0,1-3: TJ08 Toludine Blue mast cell hunting,done,False
476,2018-08-01,153,Wednesday,Wednesday 1st August 2018,15:00:00,17:00:00,120.0,3-5: Harvesting organs for SS03 FACS panel practice.,done,False
477,2018-08-01,153,Wednesday,Wednesday 1st August 2018,,,,Laverty responded. They are not really an option.,done,False
478,2018-08-02,154,Thursday,Thursday 2nd August 2018,10:00:00,18:30:00,510.0,10-6:30: PISA066 B-C blood ready at 10:30am,done,False
479,2018-08-02,154,Thursday,Thursday 2nd August 2018,,,,Check RBCLB and PBS aliquot numbers,done,True
480,2018-08-02,154,Thursday,Thursday 2nd August 2018,09:00:00,14:00:00,300.0,9-2: RT-PCR RV018,not done,True
481,2018-08-02,154,Thursday,Thursday 2nd August 2018,14:00:00,17:00:00,180.0,2-5: TJ Toludine blue hunting,not done,True
482,2018-08-03,155,Friday,Friday 3rd August 2018,10:30:00,18:30:00,480.0,10:30-6:30: PISA063 C-M (blood ready 11),done,True
483,2018-08-03,155,Friday,Friday 3rd August 2018,,,,Call John hunter about Pneumococcal Ab ELISA,done,True
484,2018-08-06,158,Monday,Monday 6th August 2018,09:00:00,13:00:00,240.0,9-1: TJ16 RNA extraction pt 3 + RV018 left over sample,done,True
485,2018-08-06,158,Monday,Monday 6th August 2018,14:00:00,17:00:00,180.0,2-5: TJ16 RNA extraction pt 4 Anti-PCP ELISA costings,partly done,False
486,2018-08-07,159,Tuesday,Tuesday 7th August 2018,08:30:00,17:00:00,510.0,8:30-5: PISA045 (blood ready at 9am),done,False
487,2018-08-07,159,Tuesday,Tuesday 7th August 2018,,,,In between PISA: TJ08 toluidine blue assay,done,False
488,2018-08-07,159,Tuesday,Tuesday 7th August 2018,13:00:00,17:00:00,240.0,1-5: TJ16 RT-PCR,not done,True
489,2018-08-07,159,Tuesday,Tuesday 7th August 2018,15:00:00,17:00:00,120.0,3-5: TJ16 qPCR or RV014 qPCR repeat (latter is priority but less probable),not done,True
490,2018-08-08,160,Wednesday,Wednesday 8th August 2018,09:00:00,13:30:00,270.0,9-1:30: RV018 RT-PCR,done,True
491,2018-08-08,160,Wednesday,Wednesday 8th August 2018,14:00:00,15:30:00,90.0,2-3:30: Meeting with Gang about Mast Cell Lux reporter assay,done,True
492,2018-08-08,160,Wednesday,Wednesday 8th August 2018,15:30:00,17:00:00,90.0,3:30-5: TJ08 (others) toludine blue assay,done,True
493,2018-08-09,161,Thursday,Thursday 9th August 2018,09:00:00,10:30:00,90.0,9-10:30: TJ08 toluidine blue assay,done,False
494,2018-08-09,161,Thursday,Thursday 9th August 2018,09:00:00,19:00:00,600.0,9-7:00: PISA071 (blood ready at 9:30 – now coming in at 11am),done,True
495,2018-08-09,161,Thursday,Thursday 9th August 2018,11:30:00,20:00:00,510.0,11:30-8: PISA064 RJC (Blood ready at 12pm) cancelled,not done,True
496,2018-08-10,162,Friday,Friday 10th August 2018,09:00:00,18:30:00,570.0,9-6:30: PISA064 SKS (blood ready at 9am),done,False
497,2018-08-10,162,Friday,Friday 10th August 2018,09:30:00,18:30:00,540.0,9:30-6:30: PISA072 A-B (blood ready at 10am),done,False
498,2018-08-10,162,Friday,Friday 10th August 2018,15:00:00,17:00:00,120.0,3-5: TJ08 (others) toludine blue assay,partly done,True
500,2018-08-13,165,Monday,Monday 13th August 2018,09:00:00,12:00:00,180.0,9-12: TJ08 and TJ12 toludine blue assay,done,True
501,2018-08-13,165,Monday,Monday 13th August 2018,,,,"Washup, PBS buffers and aliquots",done,True
502,2018-08-13,165,Monday,Monday 13th August 2018,13:00:00,17:00:00,240.0,"1-5: Gang; PCR of hTryptase 3’ UTR fragments from Mast Cell cDNA, Prepare TAE buffer run gel",partly done,True
504,2018-08-14,166,Tuesday,Tuesday 14th August 2018,09:00:00,10:30:00,90.0,"9-10:30: DNA agarose gel for PCR, gel DNA isolation?",done,False
505,2018-08-14,166,Tuesday,Tuesday 14th August 2018,10:00:00,11:30:00,90.0,10-11:30: Labelling for Alex,done,False
506,2018-08-14,166,Tuesday,Tuesday 14th August 2018,11:30:00,12:00:00,30.0,11:30-12: Chemical waste training with Nics,done,False
507,2018-08-14,166,Tuesday,Tuesday 14th August 2018,13:00:00,17:00:00,240.0,"1-5: Induction on new machine first @1pm, then TJ16 RNA extraction pt 4 (final!)",done,False
508,2018-08-14,166,Tuesday,Tuesday 14th August 2018,,,,"Maybe: Revive cells with pmir-GLO vector, XbaI RE digest and ligation for pmir and tryptase 3’UTR frags",not done,True
509,2018-08-14,166,Tuesday,Tuesday 14th August 2018,09:00:00,17:30:00,510.0,9-5:30: PISA062 (blood ready 10am) Cancelled,not done,True
510,2018-08-15,167,Wednesday,Wednesday 15th August 2018,,,,"Log ticket for hood tc with no handle for shield, Sodium hydroxide, Send RNA ext protocol to Swaroop and Rudi, Send gel to Gang",done,False
511,2018-08-15,167,Wednesday,Wednesday 15th August 2018,,,,Finish proofing of anti-PCP stuff and send to Phil – awaiting responses from Andrew and Dimi,partly done,True
512,2018-08-15,167,Wednesday,Wednesday 15th August 2018,,,,SS02 Lung BALF ELISA block plate TNFa,done,False
513,2018-08-15,167,Wednesday,Wednesday 15th August 2018,,,,Labelling for Alex endpoint,partly done,True
514,2018-08-15,167,Wednesday,Wednesday 15th August 2018,09:00:00,14:00:00,300.0,9-2: TJ16 RT-PCR,done,True
515,2018-08-15,167,Wednesday,Wednesday 15th August 2018,14:00:00,17:00:00,180.0,2-5: Transform ligated pmir 3’UTR plasmids into comp cells,not done,True
516,2018-08-16,168,Thursday,Thursday 16th August 2018,,,,12:30: Meet with Bec in west wing about Viia,done,True
517,2018-08-16,168,Thursday,Thursday 16th August 2018,,,,"Put RT-PCR into tubes, test RBCLB, make more PBS aliquots, labelling for Alex",done,False
518,2018-08-16,168,Thursday,Thursday 16th August 2018,09:00:00,17:00:00,480.0,9-5: SS02 BALf ELISA #1 of 3 TNFa,done,False
519,2018-08-16,168,Thursday,Thursday 16th August 2018,09:00:00,12:00:00,180.0,9-12: TJ16 qPCR INF beta and gamma ,not done,True
520,2018-08-16,168,Thursday,Thursday 16th August 2018,13:00:00,16:00:00,180.0,1-4: TJ16 qPCR INF alpha and lambda,not done,True
521,2018-08-16,168,Thursday,Thursday 16th August 2018,16:00:00,17:00:00,60.0,4-5: O/N culture of candidate comp cell colonies,not done,True
522,2018-08-17,169,Friday,Friday 17th August 2018,06:00:00,14:00:00,480.0,6-2: Macrophage project cell isolation,done,False
523,2018-08-17,169,Friday,Friday 17th August 2018,,,,Alex labelling,done,False
524,2018-08-17,169,Friday,Friday 17th August 2018,,,,Block KC ELISA 384 well plate,done,False
525,2018-08-17,169,Friday,Friday 17th August 2018,,,,Get aperio images for Bernie from Aperio computer,done,False
526,2018-08-17,169,Friday,Friday 17th August 2018,09:00:00,12:00:00,180.0,9-12: Plasmid prep of candidate comp cells and XbaI RE digest to screen them (or PCR?),not done,True
528,2018-08-20,172,Monday,Monday 20th August 2018,,,,Get aperio data HDD from histo lab,done,True
529,2018-08-20,172,Monday,Monday 20th August 2018,,,,Sometime: Re-run gang PCR on gel,done,True
530,2018-08-20,172,Monday,Monday 20th August 2018,,,,Sometime: Make up LB broth and agar,done,True
531,2018-08-20,172,Monday,Monday 20th August 2018,09:00:00,16:30:00,450.0,9-4:30: SS02 BALf ELISA #2 of 3 CXCL1/KC,done,True
532,2018-08-20,172,Monday,Monday 20th August 2018,,,,[30 mins time in lieu],note,True
533,2018-08-21,173,Tuesday,Tuesday 21st August 2018,06:00:00,14:00:00,480.0,6-2: Macrophage project/SS03 immune cell isolation,done,True
534,2018-08-21,173,Tuesday,Tuesday 21st August 2018,,,,PBS and tips for autoclaving,done,False
535,2018-08-21,173,Tuesday,Tuesday 21st August 2018,,,,TJ08 last two slides for mast cell hunt,done,False
536,2018-08-21,173,Tuesday,Tuesday 21st August 2018,,,,Deliveries and organising to-do stuff,done,False
537,2018-08-21,173,Tuesday,Tuesday 21st August 2018,,,,Find IFN-lambda Duoset kit?,done,False
538,2018-08-21,173,Tuesday,Tuesday 21st August 2018,,,,Update PISA database,partly done,True
539,2018-08-22,174,Wednesday,Wednesday 22nd August 2018,09:00:00,12:00:00,180.0,9-12: RV014 PCR repeat on Quantflex in West Wing,done,True
540,2018-08-22,174,Wednesday,Wednesday 22nd August 2018,13:00:00,17:00:00,240.0,1-5: NH09 BALF counts (TJ) TJ19 RNA extraction 3dpi pt 1,partly done,False
541,2018-08-22,174,Wednesday,Wednesday 22nd August 2018,,,,Take stock downstairs,done,False
542,2018-08-22,174,Wednesday,Wednesday 22nd August 2018,,,,PISA database update,done,False
543,2018-08-23,175,Thursday,Thursday 23rd August 2018,09:00:00,13:00:00,240.0,9-1: TJ19 RNA extraction 3dpi pt 2 NH09 BALF counts (TJ),partly done,False
544,2018-08-23,175,Thursday,Thursday 23rd August 2018,,,,Sometime: reconstitute KC ELISA kit,done,False
545,2018-08-23,175,Thursday,Thursday 23rd August 2018,14:00:00,17:00:00,180.0,2-5: RT-PCR for ethics variation (Gang) Transform plasmid constructs into comp cells,partly done,True
546,2018-08-24,176,Friday,Friday 24th August 2018,09:00:00,17:00:00,480.0,9-5: 2x IFN-lambda ELISAs for Bec Vanders delayed,not done,True
547,2018-08-24,176,Friday,Friday 24th August 2018,09:00:00,16:00:00,420.0,9-4: ELISA CXCL1/KC (Shakti),done,False
548,2018-08-24,176,Friday,Friday 24th August 2018,11:00:00,,,11: Meet with Nicole about bird flu project,done,False
549,2018-08-24,176,Friday,Friday 24th August 2018,,,,In-between: NH09 BALF counts (TJ),done,False
550,2018-08-24,176,Friday,Friday 24th August 2018,,,,Filler today: Alex also wants me to do BALF counts for her,not done,True
551,2018-08-24,176,Friday,Friday 24th August 2018,,,,Take down PISA,done,False
553,2018-08-27,179,Monday,Monday 27th August 2018,,,,"First thing: Make LB agar plates + amp, PBS",done,True
554,2018-08-27,179,Monday,Monday 27th August 2018,09:00:00,16:00:00,420.0,9-4: BALF counts NH09,done,True
555,2018-08-27,179,Monday,Monday 27th August 2018,16:00:00,17:00:00,60.0,4-5: Transform plasmid into comp cells,done,True
556,2018-08-28,180,Tuesday,Tuesday 28th August 2018,,,,9:30: Take down bird flu samples to dock in ice box,done,True
557,2018-08-28,180,Tuesday,Tuesday 28th August 2018,,,,In-between: TJ08/12 tol blue mast cell hunting,done,True
558,2018-08-28,180,Tuesday,Tuesday 28th August 2018,10:30:00,11:00:00,30.0,10:30-11: Pick colonies from plate and incubate overnight,done,True
559,2018-08-28,180,Tuesday,Tuesday 28th August 2018,11:00:00,,,11: Meeting about job handover with Nic and others,done,True
560,2018-08-28,180,Tuesday,Tuesday 28th August 2018,13:00:00,17:00:00,240.0,"1-5: TJ19 RNA extraction pt 1, get Amber to help and shadow",done,True
561,2018-08-29,181,Wednesday,Wednesday 29th August 2018,,,,PBS and Saline aliquots,done,False
562,2018-08-29,181,Wednesday,Wednesday 29th August 2018,09:00:00,15:00:00,360.0,9-3: Plasmid prep of samples,done,True
563,2018-08-29,181,Wednesday,Wednesday 29th August 2018,13:00:00,17:00:00,240.0,1-5: TJ19 RNA extraction pt 2 didn’t have time because of plasmid-prep,not done,True
564,2018-08-29,181,Wednesday,Wednesday 29th August 2018,,,,3:30: talk to Rudi about ELISA setup,done,True
565,2018-08-30,182,Thursday,Thursday 30th August 2018,09:00:00,12:00:00,180.0,9-12: TJ19 RNA extraction pt 2,done,False
566,2018-08-30,182,Thursday,Thursday 30th August 2018,13:00:00,17:00:00,240.0,"1-5: TJ19 RT, PCR machine #1 booked at 2-4, took long time to find samples that had been moved and only got nanodrop done.",partly done,True
567,2018-08-30,182,Thursday,Thursday 30th August 2018,15:00:00,17:00:00,120.0,3-5: KB19 lung cDNA qPCR final targets machine booked-out,not done,True
568,2018-08-30,182,Thursday,Thursday 30th August 2018,,,,Move freezer boxes,done,False
569,2018-08-30,182,Thursday,Thursday 30th August 2018,,,,"Lab chores (wash-up, lvl 1 storage items, delivery receipts, checking past experiment data)",partly done,False
571,2018-08-31,183,Friday,Friday 31st August 2018,09:00:00,14:00:00,300.0,9-2: miRNA cDNA synthesis and qPCR for RV014 ,done,True
572,2018-08-31,183,Friday,Friday 31st August 2018,14:00:00,17:00:00,180.0,2-5: qPCR of cDNA from miRNA RV014,done,True
573,2018-08-31,183,Friday,Friday 31st August 2018,03:00:00,,,3: cake,done,True
574,2018-08-31,183,Friday,Friday 31st August 2018,,,,Take down Grace’s Yac cells,done,True
575,2018-08-31,183,Friday,Friday 31st August 2018,09:00:00,17:00:00,480.0,9-5: 2x IFN-lambda ELISAs for Bec Vanders postponed for more important things,not done,True
576,2018-09-03,186,Monday,Monday 3rd September 2018,09:00:00,10:00:00,60.0,9-10: Microbiome meeting,done,False
577,2018-09-03,186,Monday,Monday 3rd September 2018,10:00:00,13:00:00,180.0,"10-1: run gel of XbaI RE digest, prep for RT",done,True
578,2018-09-03,186,Monday,Monday 3rd September 2018,,,,"Interrupted to help Vrushali find 100% EtOH, helped Tegan find samples, deliveries",done,False
579,2018-09-03,186,Monday,Monday 3rd September 2018,13:00:00,17:00:00,240.0,1-5: TJ19 RT-PCR (booked on machine #1),partly done,True
580,2018-09-03,186,Monday,Monday 3rd September 2018,,,,When free: TJ12 Mast cell hunting,not done,True
581,2018-09-04,187,Tuesday,Tuesday 4th September 2018,09:00:00,14:00:00,300.0,9-2: Plasmid prep colony PCR on other colonies of construct #1 and gel,done,True
582,2018-09-04,187,Tuesday,Tuesday 4th September 2018,10:00:00,14:00:00,240.0,10-2: Finish RT-PCR I started yesterday (booked on machine #1),done,False
583,2018-09-04,187,Tuesday,Tuesday 4th September 2018,,,,Deliveries receipts,done,False
584,2018-09-04,187,Tuesday,Tuesday 4th September 2018,14:00:00,15:00:00,60.0,2-3: IFN-lambda ELISA capture binding postponed,not done,True
585,2018-09-04,187,Tuesday,Tuesday 4th September 2018,15:00:00,17:00:00,120.0,3-5: TJ19 and TJ16 qPCR #1 postponed due to issues with TJ19 RT-PCR,not done,True
586,2018-09-04,187,Tuesday,Tuesday 4th September 2018,15:00:00,17:00:00,120.0,3-5: Prep for TJ19 RT-PCR,done,False
587,2018-09-04,187,Tuesday,Tuesday 4th September 2018,,,,Chemical waste disposal,done,False
588,2018-09-05,188,Wednesday,Wednesday 5th September 2018,09:00:00,11:00:00,120.0,9-11: GL06 COPD PCR (booked at 10:30),done,False
589,2018-09-05,188,Wednesday,Wednesday 5th September 2018,11:00:00,11:30:00,30.0,11-11:30: Meeting with Nicole for lvl 1 store handover,done,True
590,2018-09-05,188,Wednesday,Wednesday 5th September 2018,,,,"Talk to Nicole about… * How to source suppliers easily * Getting the spreadsheet for lvl 1 store *Deliveries that are not on database (and don’t need to be), how to record?",done,True
591,2018-09-05,188,Wednesday,Wednesday 5th September 2018,12:00:00,15:00:00,180.0,12-3: TJ19 RT-PCR (booked #1 from 1pm),done,False
592,2018-09-05,188,Wednesday,Wednesday 5th September 2018,15:00:00,16:00:00,60.0,3-4: Coverslip BALF slides for ABCD02,done,False
593,2018-09-06,189,Thursday,Thursday 6th September 2018,08:30:00,17:00:00,510.0,8:30-5: PISA073 M-P,done,True
594,2018-09-06,189,Thursday,Thursday 6th September 2018,14:00:00,15:00:00,60.0,"2-3: BALF counts, show Adam W",done,False
595,2018-09-06,189,Thursday,Thursday 6th September 2018,,,,"PBS aliquots, washup",done,False
596,2018-09-06,189,Thursday,Thursday 6th September 2018,14:00:00,15:00:00,60.0,"2-3: IFN-lambda ELISA capture binding, Bec will email me about this",done,True
597,2018-09-07,190,Friday,Friday 7th September 2018,09:00:00,17:00:00,480.0,9-5: 2x IFN-lambda ELISAs for Bec Vanders,done,True
598,2018-09-07,190,Friday,Friday 7th September 2018,15:00:00,17:00:00,120.0,3-5: TJ19 and TJ16 qPCR #1 (booked from 5pm) postponed due to time constraints,not done,True
599,2018-09-07,190,Friday,Friday 7th September 2018,,,,Cap 1200 tubes for Chantal’s labelling,done,False
600,2018-09-07,190,Friday,Friday 7th September 2018,,,,RBCLB aliquots,done,False
602,2018-09-10,193,Monday,Monday 10th September 2018,09:00:00,10:40:00,100.0,9-10:40: Meeting about Safety and OGTR,done,True
603,2018-09-10,193,Monday,Monday 10th September 2018,11:00:00,12:00:00,60.0,"11-12: Deal with SDSs, check what is down in lvl 1 specifically gloves",done,True
604,2018-09-10,193,Monday,Monday 10th September 2018,10:50:00,11:00:00,10.0,10:50-11: Make 1% agarose in TAE for Gang,done,True
605,2018-09-10,193,Monday,Monday 10th September 2018,13:00:00,17:00:00,240.0,1-5: Alex labelling,done,True
606,2018-09-10,193,Monday,Monday 10th September 2018,,,,If time: ABCD02 BALF counts and TJ12 Mast cell counts,not done,True
607,2018-09-11,194,Tuesday,Tuesday 11th September 2018,,,,"Amber will be in, make sure to let her know what you are doing.",done,True
608,2018-09-11,194,Tuesday,Tuesday 11th September 2018,09:00:00,13:00:00,240.0,9-1: Learning non-heme iron assay with Khadem,not done,True
609,2018-09-11,194,Tuesday,Tuesday 11th September 2018,10:00:00,11:00:00,60.0,10-11: RBCLB quality testing for new aliquots,done,True
610,2018-09-11,194,Tuesday,Tuesday 11th September 2018,15:00:00,16:00:00,60.0,"3-4: Induction for L2W with Christie, Olivia is coming as well",done,True
611,2018-09-11,194,Tuesday,Tuesday 11th September 2018,11:00:00,17:00:00,360.0,11-5: Update physical and digital SDSs for lab,done,False
612,2018-09-11,194,Tuesday,Tuesday 11th September 2018,,,,Check things for PISA,done,False
613,2018-09-11,194,Tuesday,Tuesday 11th September 2018,,,,Finish labelling for Alex,done,False
614,2018-09-11,194,Tuesday,Tuesday 11th September 2018,,,,Washup and take down for autoclaving,done,False
615,2018-09-12,195,Wednesday,Wednesday 12th September 2018,,,,[used 1 hour time in lieu – started at 10am since PISA was cancelled],note,True
616,2018-09-12,195,Wednesday,Wednesday 12th September 2018,11:30:00,20:00:00,510.0,11:30-8: PISA067 K-C (blood ready at 12) postponed by patient,not done,True
617,2018-09-12,195,Wednesday,Wednesday 12th September 2018,10:00:00,17:00:00,420.0,10-5: Update physical and digital SDSs for lab,done,False
618,2018-09-12,195,Wednesday,Wednesday 12th September 2018,,,,Washup and autoclaving,done,False
620,2018-09-13,196,Thursday,Thursday 13th September 2018,09:00:00,15:30:00,390.0,9-3:30: Update physical and digital SDSs for lab,done,False
621,2018-09-13,196,Thursday,Thursday 13th September 2018,09:00:00,12:00:00,180.0,9-12: TJ19 and TJ16 qPCR #1,not done,True
622,2018-09-13,196,Thursday,Thursday 13th September 2018,12:00:00,13:00:00,60.0,"12-1: Lab chores, delivery slips",done,True
623,2018-09-13,196,Thursday,Thursday 13th September 2018,14:00:00,17:00:00,180.0,2-5: TJ19 and TJ16 qPCR #2,not done,True
624,2018-09-13,196,Thursday,Thursday 13th September 2018,15:30:00,17:00:00,90.0,3:30-5: ABCD02 BALF,done,False
625,2018-09-14,197,Friday,Friday 14th September 2018,09:00:00,10:00:00,60.0,9-10: ABCD02 BALF,done,False
626,2018-09-14,197,Friday,Friday 14th September 2018,10:00:00,11:00:00,60.0,"10-11: Meet with Bec about ELISA last week, bring substrate reagent pack",done,False
627,2018-09-14,197,Friday,Friday 14th September 2018,11:00:00,13:00:00,120.0,11-1: Mast cell hunting,done,False
628,2018-09-14,197,Friday,Friday 14th September 2018,13:00:00,17:00:00,240.0,1-5: TJ19 and TJ16 qPCRs #1 and #2,done,False
630,2018-09-17,200,Monday,Monday 17th September 2018,09:00:00,17:00:00,480.0,"9-5: RT and qPCR of miRNA targets for RV014 and 15, postponed",not done,True
631,2018-09-17,200,Monday,Monday 17th September 2018,08:30:00,09:30:00,60.0,8:30-9:30: Safety and lab meetings,done,True
632,2018-09-17,200,Monday,Monday 17th September 2018,,,,9:30: Show Bre how to check chemical inventory against existing SDSs.,done,True
633,2018-09-17,200,Monday,Monday 17th September 2018,09:30:00,13:00:00,210.0,9:30-1: Organisation of various things for Antibiotic depletion experiment,done,True
634,2018-09-17,200,Monday,Monday 17th September 2018,15:30:00,16:00:00,30.0,3:30-4: Meeting about chemwatch in quiet room,done,True
635,2018-09-17,200,Monday,Monday 17th September 2018,13:00:00,17:00:00,240.0,1-5: TJ12 Mast cell scoring,partly done,True
636,2018-09-17,200,Monday,Monday 17th September 2018,,,,Finish L2W induction,done,False
637,2018-09-17,200,Monday,Monday 17th September 2018,,,,"Book qPCR viia lvl2w, and thermocycler in lvl2e",done,False
638,2018-09-17,200,Monday,Monday 17th September 2018,,,,Clean TC room,partly done,True
639,2018-09-18,201,Tuesday,Tuesday 18th September 2018,11:30:00,20:00:00,510.0,11:30-8: PISA067 K-C (blood ready at 12),not done,True
640,2018-09-18,201,Tuesday,Tuesday 18th September 2018,09:00:00,13:00:00,240.0,9-1: RT and qPCR of miRNA targets for RV014 and 15,done,False
641,2018-09-18,201,Tuesday,Tuesday 18th September 2018,13:30:00,17:00:00,210.0,1:30-5: SOP updating,done,False
642,2018-09-18,201,Tuesday,Tuesday 18th September 2018,,,,Clean up tissue culture room,done,False
643,2018-09-19,202,Wednesday,Wednesday 19th September 2018,09:30:00,14:00:00,270.0,9:30-2: Plasmid preps with Gang,not done,True
644,2018-09-19,202,Wednesday,Wednesday 19th September 2018,14:00:00,17:00:00,180.0,"2-5: TJ12 Mast cell scoring, things for Antibiotic depletion experiment",not done,True
645,2018-09-19,202,Wednesday,Wednesday 19th September 2018,10:00:00,17:00:00,420.0,10-5: PISA073 A-K,done,False
646,2018-09-20,203,Thursday,Thursday 20th September 2018,09:00:00,10:00:00,60.0,9-10: Check SOPs I did for mistakes,done,False
647,2018-09-20,203,Thursday,Thursday 20th September 2018,,,,Take stuff down to lvl1 store,done,False
648,2018-09-20,203,Thursday,Thursday 20th September 2018,10:00:00,11:00:00,60.0,10-11: Clean TC room,done,False
649,2018-09-20,203,Thursday,Thursday 20th September 2018,11:00:00,17:00:00,360.0,"11-5: Do sweep of lab, inventory of both gen lab fridges",done,False
650,2018-09-20,203,Thursday,Thursday 20th September 2018,,,,Take down microscope slides and coverslips to lvl1 store,done,False
651,2018-09-20,203,Thursday,Thursday 20th September 2018,10:30:00,17:00:00,390.0,10:30-5: SS04 endpoint had to work on safety instead,not done,True
652,2018-09-21,204,Friday,Friday 21st September 2018,,,,Glass bottle washup,partly done,True
653,2018-09-21,204,Friday,Friday 21st September 2018,,,,Take PISA down,done,False
654,2018-09-21,204,Friday,Friday 21st September 2018,,,,Setup lab gmail for SDSs gdrive,done,False
655,2018-09-21,204,Friday,Friday 21st September 2018,,,,Toxfree waste disposal,done,False
656,2018-09-21,204,Friday,Friday 21st September 2018,,,,Finish downloading SDSs and doing chemwatch for fridges,done,False
658,2018-09-24,207,Monday,Monday 24th September 2018,09:00:00,10:00:00,60.0,9-10: Send bird flu samples (samples are in freezer farm freezer #20 top tray and bottom tray) collection is booked for 11am for two boxes.,done,True
659,2018-09-24,207,Monday,Monday 24th September 2018,,,,Prep for antibiotic depletion experiment,done,False
660,2018-09-24,207,Monday,Monday 24th September 2018,10:00:00,14:00:00,240.0,10-2: TJ12 mast cell counts TJ wants MLI images so doing that instead,done,False
661,2018-09-24,207,Monday,Monday 24th September 2018,14:00:00,17:00:00,180.0,"2-5: qPCR of miRNA targets for RV014 and 15, ran out of time",partly done,True
662,2018-09-24,207,Monday,Monday 24th September 2018,,,,"Instead did PBS aliquots, prep for qPCR and finishing the last RT-PCR step for RV014 and 15",done,False
663,2018-09-24,207,Monday,Monday 24th September 2018,,,,Colour code pipettes (Chlamydia lab must be yellow),not done,True
664,2018-09-25,208,Tuesday,Tuesday 25th September 2018,,,,[Was sick],note,True
665,2018-09-25,208,Tuesday,Tuesday 25th September 2018,09:00:00,13:00:00,240.0,9-1: Plasmid midi-prep with Gang,not done,True
666,2018-09-25,208,Tuesday,Tuesday 25th September 2018,,,,Coat plates for INF-lam ELISA,not done,True
