,date,ordinal_date,dayofweek,day,time taken,start_time,end_time,time_taken,activity,strike,black,red,green,blue,activity status,planned
697,2018-10-08,221,Monday,Monday 8th October 2018,12-3:30,12:00:00,15:30:00,210.0,12-3:30: RV017/18 defensin qPCR (booked 3:30pm) cancelled so I can do more MLI photos since the microscope is now free,False,True,True,False,False,not done,True
698,2018-10-08,221,Monday,Monday 8th October 2018,12-5,12:00:00,17:00:00,300.0,12-5: NH09 MLI photos,True,True,False,False,True,done,False
699,2018-10-08,221,Monday,Monday 8th October 2018,,,,,Gang will find me to show me labelling,True,False,False,False,True,done,False
700,2018-10-09,222,Tuesday,Tuesday 9th October 2018,First first thing,,,,First first thing: Help Adam W setup scope for MLIs,False,False,False,False,True,done,False
701,2018-10-09,222,Tuesday,Tuesday 9th October 2018,First thing,,,,First thing: Labelling for Gang (needs to be done before Thursday),True,False,False,False,True,done,False
702,2018-10-09,222,Tuesday,Tuesday 9th October 2018,,,,,Get buffers for Alan Hsu,True,False,False,False,True,done,False
703,2018-10-09,222,Tuesday,Tuesday 9th October 2018,9-2,09:00:00,14:00:00,300.0,9-2: SS02 Collagen deposition analysis,True,True,False,False,False,done,True
704,2018-10-09,222,Tuesday,Tuesday 9th October 2018,2-5,14:00:00,17:00:00,180.0,2-5: NH09 blood smear counts,True,False,False,False,True,done,False
705,2018-10-09,222,Tuesday,Tuesday 9th October 2018,2-5,14:00:00,17:00:00,180.0,2-5: RV017/18 defensin qPCR #2 (need to book Viia west wing for 5pm) had to NH09 blood smears as they were urgent,False,True,True,False,False,not done,True
706,2018-10-10,223,Wednesday,Wednesday 10th October 2018,,,,,"Mice due to arrive, make sure to check there are indeed 36 black females",True,True,False,False,False,done,True
707,2018-10-10,223,Wednesday,Wednesday 10th October 2018,9:30-5:30,09:30:00,17:30:00,480.0,9:30-5:30: PISA080 (blood ready 10),True,False,False,False,True,done,False
708,2018-10-10,223,Wednesday,Wednesday 10th October 2018,When free,,,,When free: NH09 blood smears,True,False,False,False,True,done,False
709,2018-10-11,224,Thursday,Thursday 11th October 2018,,,,,11-7:30:PISA078 CMP (blood ready at 12) cancelled,False,True,True,False,False,not done,True
710,2018-10-11,224,Thursday,Thursday 11th October 2018,11-7:30,11:00:00,19:30:00,510.0,11-7:30: PISA079 K-S (blood ready at 11:30),True,True,False,False,False,done,True
711,2018-10-11,224,Thursday,Thursday 11th October 2018,Sometime,,,,Sometime: Coat 2x 384 well plates for ELISA RV017 BALF,False,False,True,False,False,not done,True
712,2018-10-12,225,Friday,Friday 12th October 2018,9-5,09:00:00,17:00:00,480.0,9-5: IFN-lambda ELISA RV017 postponed for more urgent PCRs,False,True,True,False,False,not done,True
713,2018-10-12,225,Friday,Friday 12th October 2018,9-2,09:00:00,14:00:00,300.0,9-2: NH09 Blood smear counts,True,False,False,False,True,done,False
714,2018-10-12,225,Friday,Friday 12th October 2018,2-5,14:00:00,17:00:00,180.0,2-5: RV017/18 defensin PCR #1,True,False,False,False,True,done,False
716,2018-10-15,228,Monday,Monday 15th October 2018,9-12,09:00:00,12:00:00,180.0,9-12: RV014/15 Defensin PCR #2 (biorad 384 booked 11:30-1:30),True,True,False,False,False,done,True
717,2018-10-15,228,Monday,Monday 15th October 2018,12-2,12:00:00,14:00:00,120.0,12-2: Normalisation of mice,True,True,False,False,False,done,True
718,2018-10-15,228,Monday,Monday 15th October 2018,2-5,14:00:00,17:00:00,180.0,2-5: RV014/15 Defensin PCR #3 (biorad 384 booked 5-7),True,True,False,False,False,done,True
719,2018-10-15,228,Monday,Monday 15th October 2018,,,,,NH09 blood smear counts – finished!,True,False,False,False,True,done,False
720,2018-10-15,228,Monday,Monday 15th October 2018,4:20-5,16:20:00,17:00:00,40.0,4:20-5: NH09 MLI counts,True,False,False,False,True,done,False
721,2018-10-16,229,Tuesday,Tuesday 16th October 2018,11:30-7,11:30:00,19:00:00,450.0,11:30-7: PISA067 K-C (blood ready at 12),True,True,False,False,False,done,True
722,2018-10-16,229,Tuesday,Tuesday 16th October 2018,Sometime,,,,"Sometime: check the over-groomed mouse, no better or worse today",True,False,False,False,True,done,False
723,2018-10-16,229,Tuesday,Tuesday 16th October 2018,,,,,Find James’s samples,False,False,False,True,False,partly done,True
724,2018-10-16,229,Tuesday,Tuesday 16th October 2018,,,,,New inventory sheet,True,False,False,False,True,done,False
725,2018-10-17,230,Wednesday,Wednesday 17th October 2018,9-3,09:00:00,15:00:00,360.0,"9-3: NH09 MLI photos (booked 9-3, rest of cohort 2)",True,True,False,False,False,done,True
726,2018-10-17,230,Wednesday,Wednesday 17th October 2018,3-5,15:00:00,17:00:00,120.0,3-5: ABCD02 BALf,False,False,True,False,False,not done,True
727,2018-10-17,230,Wednesday,Wednesday 17th October 2018,3-4,15:00:00,16:00:00,60.0,3-4: Stain Jemma’s BALf (may grunwald),True,False,False,False,True,done,False
728,2018-10-17,230,Wednesday,Wednesday 17th October 2018,Sometime,,,,Sometime: check over-groomed mouse,True,False,False,False,True,done,False
729,2018-10-18,231,Thursday,Thursday 18th October 2018,9-1,09:00:00,13:00:00,240.0,9-1: RNA extractions for Gang,True,True,False,False,False,done,True
730,2018-10-18,231,Thursday,Thursday 18th October 2018,1-3,13:00:00,15:00:00,120.0,1-3: Normalisation of mice,True,False,False,False,True,done,False
731,2018-10-18,231,Thursday,Thursday 18th October 2018,3-5,15:00:00,17:00:00,120.0,"3-5: Find James’s samples, deliveries receipts, PBS",True,False,False,True,True,partly done,False
732,2018-10-18,231,Thursday,Thursday 18th October 2018,Sometime,,,,Sometime: Coat 2x 384 well plates for ELISA RV017 BALF,False,False,True,False,False,not done,True
733,2018-10-19,232,Friday,Friday 19th October 2018,9-5,09:00:00,17:00:00,480.0,9-5: IFN-lambda ELISA RV017,False,False,True,False,False,not done,True
734,2018-10-19,232,Friday,Friday 19th October 2018,,,,,Take down PBS and bring up glassware,True,False,False,False,True,done,False
735,2018-10-19,232,Friday,Friday 19th October 2018,10-6,10:00:00,18:00:00,480.0,10-6: PISA068 A-O (blood ready at 10:30),True,False,False,False,True,done,False
736,2018-10-19,232,Friday,Friday 19th October 2018,4-5,16:00:00,17:00:00,60.0,4-5: Tm test of beta defensin primers (booked for 5pm on 96 well biorad),True,False,False,False,True,done,False
737,2018-10-22,235,Monday,Monday 22nd October 2018,9-1,09:00:00,13:00:00,240.0,9-1: GL05 COPD RT-PCR (booked machine #1 11-13),True,True,False,False,False,done,True
738,2018-10-22,235,Monday,Monday 22nd October 2018,1-2,13:00:00,14:00:00,60.0,1-2: GL05 COPD Vtn qPCR 96-well (booked 2pm biorad 96),True,True,False,False,False,done,True
739,2018-10-22,235,Monday,Monday 22nd October 2018,2-4,14:00:00,16:00:00,120.0,2-4: Normalisation of mice,True,True,False,False,False,done,True
740,2018-10-22,235,Monday,Monday 22nd October 2018,4-5,16:00:00,17:00:00,60.0,4-5: NH09 MLIs,True,False,False,False,True,done,False
741,2018-10-23,236,Tuesday,Tuesday 23rd October 2018,,,,,[1.5 hrs overtime],False,True,False,False,False,note,True
742,2018-10-23,236,Tuesday,Tuesday 23rd October 2018,9-6:30,09:00:00,18:30:00,570.0,9-6:30: PISA083 A-R (blood ready at 9:30),True,True,False,False,False,done,True
743,2018-10-23,236,Tuesday,Tuesday 23rd October 2018,9-6:30,09:00:00,18:30:00,570.0,9-6:30: PISA081 A-C (blood ready at 10:30),True,True,False,False,False,done,True
744,2018-10-23,236,Tuesday,Tuesday 23rd October 2018,,,,,"Find ELISA kits IL-5, IL-13, IL-9, IFNg, CXCL1 or CXCL2/KC or MIP2",True,False,False,False,True,done,False
745,2018-10-24,237,Wednesday,Wednesday 24th October 2018,10-6,10:00:00,18:00:00,480.0,10-6: PISA082 J-S (blood ready at 10:30),True,True,False,False,False,done,True
746,2018-10-24,237,Wednesday,Wednesday 24th October 2018,,,,,Ferro study blood prep,True,False,False,False,True,done,False
747,2018-10-24,237,Wednesday,Wednesday 24th October 2018,3-5,15:00:00,17:00:00,120.0,3-5: RV014 and 15 BD qPCR at Tm = 55 (booked 5pm biorad 384) ,True,True,False,False,True,done,False
748,2018-10-25,238,Thursday,Thursday 25th October 2018,,,,,"[went home sick at 12, took time in lieu]",False,True,False,False,False,note,True
749,2018-10-25,238,Thursday,Thursday 25th October 2018,,,,,PBS aliquots,True,False,False,False,True,done,False
750,2018-10-25,238,Thursday,Thursday 25th October 2018,,,,,RBCLB aliquots,True,False,False,False,True,done,False
751,2018-10-25,238,Thursday,Thursday 25th October 2018,Sometime,,,,"Sometime: coat plate for IFN-lambda ELISA, Tegan will do this for me",True,False,False,False,True,done,False
752,2018-10-25,238,Thursday,Thursday 25th October 2018,12-2,12:00:00,14:00:00,120.0,12-2: Normalisation of mice,True,True,False,False,False,done,True
753,2018-10-25,238,Thursday,Thursday 25th October 2018,9-12,09:00:00,12:00:00,180.0,9-12: RV014 and RV015 miRNA qPCR #1 (booked 11-1 biorad 384),False,False,True,False,False,not done,True
754,2018-10-25,238,Thursday,Thursday 25th October 2018,2-5,14:00:00,17:00:00,180.0,2-5: RV014 and RV015 miRNA qPCR #2 (booked 5pm biorad 384),False,False,True,False,False,not done,True
755,2018-10-26,239,Friday,Friday 26th October 2018,9-5,09:00:00,17:00:00,480.0,9-5: IFN-lambda ELISA RV017,True,True,False,False,False,done,True
756,2018-10-26,239,Friday,Friday 26th October 2018,2:30-3:30,14:30:00,15:30:00,60.0,2:30-3:30: NH09 missed MLIs,True,False,False,False,True,done,False
757,2018-10-26,239,Friday,Friday 26th October 2018,,,,,Talk to Khadem about PA01 assay,True,False,False,False,True,done,False
758,2018-10-26,239,Friday,Friday 26th October 2018,,,,,Sort out qPCR info for Bec,True,False,False,False,True,done,False
759,2018-10-26,239,Friday,Friday 26th October 2018,,,,,Take down PISA samples,True,False,False,False,True,done,False
760,2018-10-26,239,Friday,Friday 26th October 2018,,,,,Bring up 24x50 coverslips,False,False,False,False,True,done,False
761,2018-10-29,242,Monday,Monday 29th October 2018,9-9:30,09:00:00,09:30:00,30.0,9-9:30: lab meeting – no lab meeting,False,False,True,False,False,not done,True
762,2018-10-29,242,Monday,Monday 29th October 2018,9:30-2,09:30:00,14:00:00,270.0,9:30-2: TJ09/12 Mast cell scoring,True,True,False,False,False,done,True
763,2018-10-29,242,Monday,Monday 29th October 2018,2-3,14:00:00,15:00:00,60.0,2-3: coat plates and prep for ELISAs (use 96 well plates),False,False,True,False,False,not done,True
764,2018-10-29,242,Monday,Monday 29th October 2018,3-5,15:00:00,17:00:00,120.0,"3-5: Test new RBCLB, make new 10x RBCLB stock, other lab chores",True,True,False,False,False,done,True
765,2018-10-30,243,Tuesday,Tuesday 30th October 2018,9-5,09:00:00,17:00:00,480.0,"9-5: Jay ELISAs pt 1 IFNg, CXCL1",False,False,True,False,False,not done,True
766,2018-10-30,243,Tuesday,Tuesday 30th October 2018,9-10:30,09:00:00,10:30:00,90.0,9-10:30: Mouse normalisation,True,True,False,False,False,done,True
767,2018-10-30,243,Tuesday,Tuesday 30th October 2018,,,,,Sort out samples with Jay – kits are made up,True,False,False,False,True,done,False
768,2018-10-30,243,Tuesday,Tuesday 30th October 2018,10:30-11:30,10:30:00,11:30:00,60.0,10:30-11:30: Move freezer contents from emergency to new one,True,False,False,False,True,done,False
769,2018-10-30,243,Tuesday,Tuesday 30th October 2018,12-3,12:00:00,15:00:00,180.0,12-3: GL MLI photos,True,False,False,False,True,done,False
770,2018-10-30,243,Tuesday,Tuesday 30th October 2018,3-5,15:00:00,17:00:00,120.0,3-5: coat plates and prep for ELISAs (use 96 well plates),True,True,False,False,False,done,True
771,2018-10-31,244,Wednesday,Wednesday 31st October 2018,,,,,"If Khadem hasn’t replied by this morning, send him a reminder email",True,False,False,False,True,done,False
772,2018-10-31,244,Wednesday,Wednesday 31st October 2018,9-5,09:00:00,17:00:00,480.0,"9-5: Jay ELISAs pt 1 IFNg, CXCL1, standard in HBSS media",True,True,False,False,False,done,True
773,2018-10-31,244,Wednesday,Wednesday 31st October 2018,,,,,GL MLI analysis,True,False,False,False,True,done,False
774,2018-11-01,245,Thursday,Thursday 1st November 2018,9-11,09:00:00,11:00:00,120.0,9-11: RV014 and RV015 miRNA qPCR #1 (booked 11-1 biorad 384),True,True,False,False,False,done,True
775,2018-11-01,245,Thursday,Thursday 1st November 2018,11-1,11:00:00,13:00:00,120.0,11-1: RV014 and RV015 miRNA qPCR #2 (booked 1-3pm biorad 384),True,True,False,False,False,done,True
776,2018-11-01,245,Thursday,Thursday 1st November 2018,2-3,14:00:00,15:00:00,60.0,2-3: Mouse normalisation,True,True,False,False,False,done,True
777,2018-11-01,245,Thursday,Thursday 1st November 2018,3-5,15:00:00,17:00:00,120.0,3-5: Shakti poop extraction protein BCA,False,False,False,True,False,partly done,True
778,2018-11-01,245,Thursday,Thursday 1st November 2018,,,,,Make LB agar if have time,False,False,False,False,True,done,False
779,2018-11-01,245,Thursday,Thursday 1st November 2018,,,,,Ferro study blood collection,True,False,False,False,True,done,False
780,2018-11-02,246,Friday,Friday 2nd November 2018,9:30-5:30,09:30:00,17:30:00,480.0,9:30-5:30: PISA078 O-C (blood ready at 10am),True,False,False,False,True,done,False
781,2018-11-02,246,Friday,Friday 2nd November 2018,,,,,Finish Shakti BCA,True,False,False,False,True,done,False
782,2018-11-02,246,Friday,Friday 2nd November 2018,,,,,Move lvl 1 chest freezer contents with Alex,True,False,False,False,True,done,False
783,2018-11-02,246,Friday,Friday 2nd November 2018,,,,,Sign off keys,True,False,False,False,True,done,False
784,2018-11-02,246,Friday,Friday 2nd November 2018,,,,,Coat plates for Monday,True,False,False,False,True,done,False
785,2018-11-02,246,Friday,Friday 2nd November 2018,9-5,09:00:00,17:00:00,480.0,"9-5: Jay ELISAs pt 2 TNFa, CXCL2",False,False,True,False,False,not done,True
786,2018-11-05,249,Monday,Monday 5th November 2018,,,,,[Bleach removed from L2E] ,False,True,False,False,False,note,True
787,2018-11-05,249,Monday,Monday 5th November 2018,,,,,Make LB agar media,True,True,False,False,False,done,True
788,2018-11-05,249,Monday,Monday 5th November 2018,9-5,09:00:00,17:00:00,480.0,"9-5: Jay ELISAs TNFa, CXCL1, INF-g",True,True,False,False,False,done,True
789,2018-11-05,249,Monday,Monday 5th November 2018,3-5,15:00:00,17:00:00,120.0,3-5: Streak PAO1 glycerol on solid LB media,False,False,True,False,False,not done,True
790,2018-11-05,249,Monday,Monday 5th November 2018,,,,,When free GL MLIs,False,False,True,False,False,not done,True
791,2018-11-05,249,Monday,Monday 5th November 2018,,,,,Send PCR data to Swaroop,True,False,False,False,True,done,False
792,2018-11-06,250,Tuesday,Tuesday 6th November 2018,,,,,[Leave for partner’s family funeral],False,True,False,False,False,note,True
793,2018-11-07,251,Wednesday,Wednesday 7th November 2018,9-1,09:00:00,13:00:00,240.0,9-1: GL Sirius red airway pics on new scope,True,True,False,False,False,done,True
794,2018-11-07,251,Wednesday,Wednesday 7th November 2018,1-5,13:00:00,17:00:00,240.0,1-5: GL MLIs,False,False,False,True,False,partly done,True
795,2018-11-07,251,Wednesday,Wednesday 7th November 2018,3-5,15:00:00,17:00:00,120.0,3-5: Make O/Ns of PAO1 culture,True,True,False,False,False,done,True
796,2018-11-07,251,Wednesday,Wednesday 7th November 2018,,,,,Ask Tegan about long coverslips trial ones,True,False,False,False,True,done,False
797,2018-11-07,251,Wednesday,Wednesday 7th November 2018,,,,,Make up hormones in Ethanol – 6.6mL Ethanol with 1.15g testosterone propionate,True,False,False,False,True,done,False
798,2018-11-07,251,Wednesday,Wednesday 7th November 2018,,,,,Label ELISA data,True,False,False,False,True,done,False
799,2018-11-07,251,Wednesday,Wednesday 7th November 2018,,,,,Do delivery receipts,True,False,False,False,True,done,False
800,2018-11-08,252,Thursday,Thursday 8th November 2018,,,,,Email Dimi about ELISAs,False,False,False,True,False,partly done,True
801,2018-11-08,252,Thursday,Thursday 8th November 2018,9-5:30,09:00:00,17:30:00,510.0,9-5:30: Surprise PISA! ,True,False,False,False,True,done,False
802,2018-11-08,252,Thursday,Thursday 8th November 2018,,,,,Clean tissue culture lab for IBC inspection,True,False,False,False,True,done,False
803,2018-11-08,252,Thursday,Thursday 8th November 2018,,,,,GL MLIs,True,False,False,False,True,done,False
804,2018-11-08,252,Thursday,Thursday 8th November 2018,,,,,Call IT back,True,False,False,False,True,done,False
805,2018-11-08,252,Thursday,Thursday 8th November 2018,From store,,,,"From store: Microscope slides, 10 uL filter tips, take down flasks on trolley",True,False,False,False,True,done,False
806,2018-11-08,252,Thursday,Thursday 8th November 2018,9-12,09:00:00,12:00:00,180.0,9-12: PAO1 subcultured with treatments – cultures put on at 12pm,True,True,False,False,False,done,True
807,2018-11-08,252,Thursday,Thursday 8th November 2018,1-5,13:00:00,17:00:00,240.0,"1-5: RT-PCR miRNA for RV015 146b + all other targets, do PM and PF samples as well (#1 booked 3 to 5) – Bernie will do this for me!",False,False,False,True,False,partly done,True
808,2018-11-09,253,Friday,Friday 9th November 2018,,,,,PAO1 hormone treated for mice infection this day,False,False,True,False,False,not done,True
809,2018-11-09,253,Friday,Friday 9th November 2018,9-1,09:00:00,13:00:00,240.0,"9-1: PAO1 subculturing – 3 timepoints (0hrs, 2hrs, 4hrs, and 6hrs). Cultures contaminated :(",False,True,True,False,False,not done,True
810,2018-11-09,253,Friday,Friday 9th November 2018,9-6,09:00:00,18:00:00,540.0,9-6: PISA084 ABB (blood ready 10:15),True,True,False,False,False,done,True
811,2018-11-09,253,Friday,Friday 9th November 2018,,,,,Swap mice bedding,True,False,False,False,True,done,False
812,2018-11-09,253,Friday,Friday 9th November 2018,,,,,Check LB canary – no growth after several hours,True,False,False,False,True,done,False
813,2018-11-09,253,Friday,Friday 9th November 2018,,,,,Make 0.1M NaOH,True,False,False,False,True,done,False
814,2018-11-09,253,Friday,Friday 9th November 2018,,,,,Check RBCLB and PBS – both good for now,True,False,False,False,True,done,False
815,2018-11-09,253,Friday,Friday 9th November 2018,,,,,Take down PISA samples,True,False,False,False,True,done,False
817,2018-11-12,256,Monday,Monday 12th November 2018,9-2,09:00:00,14:00:00,300.0,9-2: miRNA RT-PCR RV015 PM and PF samples (all targets),False,False,False,True,False,partly done,True
818,2018-11-12,256,Monday,Monday 12th November 2018,2-4,14:00:00,16:00:00,120.0,2-4: temp curve for TJ primers,True,True,False,False,False,done,True
819,2018-11-12,256,Monday,Monday 12th November 2018,4-5,16:00:00,17:00:00,60.0,4-5: O/N PAO1,True,True,False,False,False,done,True
820,2018-11-12,256,Monday,Monday 12th November 2018,,,,,Decontaminate -20C chest freezer downstairs,False,False,True,False,False,not done,True
821,2018-11-12,256,Monday,Monday 12th November 2018,,,,,Create database for ferro study,False,False,True,False,False,not done,True
822,2018-11-13,257,Tuesday,Tuesday 13th November 2018,9:00-5,09:00:00,17:00:00,480.0,9:00-5: PISA090 K-K (blood ready at 9:30),True,True,False,False,False,done,True
823,2018-11-13,257,Tuesday,Tuesday 13th November 2018,Sometime,,,,Sometime: PAO1 O/N with treatments,True,True,False,False,False,done,True
824,2018-11-13,257,Tuesday,Tuesday 13th November 2018,Sometime,,,,Sometime: Mouse bedding swaps,True,True,False,False,False,done,True
825,2018-11-13,257,Tuesday,Tuesday 13th November 2018,Sometime,,,,"Sometime: Send temp curve data to TJ, aliquot NFW water for 1:10 serial dilutions, add NFW to miRNA plate and tube it",True,False,False,False,True,done,False
826,2018-11-13,257,Tuesday,Tuesday 13th November 2018,,,,,Match dates to datapoints in ELISA,True,False,False,False,True,done,False
827,2018-11-14,258,Wednesday,Wednesday 14th November 2018,9:30-5:30,09:30:00,17:30:00,480.0,9:30-5:30: PISA075 S-C (blood ready at 10),True,True,False,False,False,done,True
828,2018-11-14,258,Wednesday,Wednesday 14th November 2018,9-4,09:00:00,16:00:00,420.0,9-4: Growth curve of PAO1 with/without treatments,True,True,False,False,False,done,True
829,2018-11-14,258,Wednesday,Wednesday 14th November 2018,,,,,"RBCLB, water for autoclaving, PBS for autoclaving",True,False,False,False,True,done,False
830,2018-11-15,259,Thursday,Thursday 15th November 2018,9-5,09:00:00,17:00:00,480.0,9-5: PISA086 H-M (blood ready 9:30),True,True,False,False,False,done,True
831,2018-11-15,259,Thursday,Thursday 15th November 2018,Sometime,,,,Sometime: Mouse bedding swaps,True,True,False,False,False,done,True
832,2018-11-15,259,Thursday,Thursday 15th November 2018,2-5,14:00:00,17:00:00,180.0,2-5: RV015 PM PF qPCR miRNA,False,False,True,False,False,not done,True
833,2018-11-15,259,Thursday,Thursday 15th November 2018,,,,,Take images of spot plates,True,False,False,False,True,done,False
834,2018-11-15,259,Thursday,Thursday 15th November 2018,,,,,temp curve for TJ,True,False,False,False,True,done,False
835,2018-11-16,260,Friday,Friday 16th November 2018,8:45-6:30,08:45:00,18:30:00,585.0,8:45-6:30: PISA089 A-B (blood ready 9),True,True,False,False,False,done,True
836,2018-11-16,260,Friday,Friday 16th November 2018,8:45-6:30,08:45:00,18:30:00,585.0,8:45-6:30: PISA092 G-G (blood ready 11:00),True,True,False,False,False,done,True
837,2018-11-16,260,Friday,Friday 16th November 2018,,,,,Streak new PAO1 plate,True,False,False,False,True,done,False
838,2018-11-16,260,Friday,Friday 16th November 2018,,,,,Send data to TJ,True,False,False,False,True,done,False
839,2018-11-16,260,Friday,Friday 16th November 2018,,,,,"PBS, water for autoclave",True,False,False,False,True,done,False
840,2018-11-16,260,Friday,Friday 16th November 2018,,,,,Finish receipts,True,False,False,False,True,done,False
841,2018-11-16,260,Friday,Friday 16th November 2018,,,,,Take down PISA samples in mr frosty,True,False,False,False,True,done,False
843,2018-11-19,263,Monday,Monday 19th November 2018,9-11,09:00:00,11:00:00,120.0,9-11: RV015 PM qPCR #1 (biorad 384 booked 11),True,True,False,False,False,done,True
844,2018-11-19,263,Monday,Monday 19th November 2018,,,,,Dates for ELISA data,True,False,False,False,True,done,False
845,2018-11-19,263,Monday,Monday 19th November 2018,,,,,Forms for Dimi,False,False,False,True,False,partly done,True
846,2018-11-19,263,Monday,Monday 19th November 2018,11-1,11:00:00,13:00:00,120.0,11-1: RV015 PM qPCR #2 (biorad 384 booked 1),True,True,False,False,False,done,True
847,2018-11-19,263,Monday,Monday 19th November 2018,2-3,14:00:00,15:00:00,60.0,2-3: PA01 O/N,True,True,False,False,False,done,True
848,2018-11-19,263,Monday,Monday 19th November 2018,,,,,[went home sick at 3:30],False,True,False,False,False,note,True
849,2018-11-19,263,Monday,Monday 19th November 2018,3-5,15:00:00,17:00:00,120.0,3-5: RV015 146b qPCR (biorad 384 booked 5),False,False,True,False,False,not done,True
850,2018-11-20,264,Tuesday,Tuesday 20th November 2018,9:00-5,09:00:00,17:00:00,480.0,9:00-5: PISA091 M-H (blood ready at 10:00),True,True,False,False,False,done,True
851,2018-11-20,264,Tuesday,Tuesday 20th November 2018,9-9:30,09:00:00,09:30:00,30.0,9-9:30: PA01 O/N in 2.5uM test or equivalent ethanol (10uL),True,True,False,False,False,done,True
852,2018-11-20,264,Tuesday,Tuesday 20th November 2018,,,,,switch mice between cages,True,False,False,False,True,done,False
853,2018-11-20,264,Tuesday,Tuesday 20th November 2018,,,,,Forms for Dimi – need more information,False,False,False,True,False,partly done,True
854,2018-11-20,264,Tuesday,Tuesday 20th November 2018,,,,,Wash up,True,False,False,False,True,done,False
855,2018-11-20,264,Tuesday,Tuesday 20th November 2018,,,,,LB and LB-agar for autoclaving,True,False,False,False,True,done,False
856,2018-11-20,264,Tuesday,Tuesday 20th November 2018,,,,,Check ficoll order – was sent today,True,False,False,False,True,done,False
857,2018-11-21,265,Wednesday,Wednesday 21st November 2018,9-4,09:00:00,16:00:00,420.0,9-4: Growth curve of PA01 in 2.5uM test or equivalent ethanol,True,True,False,False,False,done,True
858,2018-11-21,265,Wednesday,Wednesday 21st November 2018,11-12,11:00:00,12:00:00,60.0,11-12: Lab meeting,True,False,False,False,True,done,False
859,2018-11-21,265,Wednesday,Wednesday 21st November 2018,4-5,16:00:00,17:00:00,60.0,4-5: PA01 overnight,True,True,False,False,False,done,True
860,2018-11-21,265,Wednesday,Wednesday 21st November 2018,4-5,16:00:00,17:00:00,60.0,4-5: Temp gradient for TJ and Gang primers,True,False,False,False,True,done,False
861,2018-11-21,265,Wednesday,Wednesday 21st November 2018,,,,,Delivery receipts,False,False,False,True,False,partly done,True
862,2018-11-22,266,Thursday,Thursday 22nd November 2018,9-11,09:00:00,11:00:00,120.0,9-11: RV015 PM qPCR #3 (biorad 384 booked 11am),True,True,False,False,False,done,True
863,2018-11-22,266,Thursday,Thursday 22nd November 2018,11-1,11:00:00,13:00:00,120.0,11-1: TJ02 WT vs TLR7 KO air vs smk (don’t run TLR4) – bunch of genes (booked 1pm biorad 384),True,True,False,False,False,done,True
864,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,,Delivery receipts,True,False,False,False,True,done,False
865,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,,LB-agar,True,False,False,False,True,done,False
866,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,,PAO1 treatment overnights,True,False,False,False,True,done,False
867,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,,Count colonies on PAO1 plates,True,False,False,False,True,done,False
868,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,,PBS aliquots,False,False,False,True,False,partly done,True
869,2018-11-22,266,Thursday,Thursday 22nd November 2018,,,,,Make more LB-agar,True,False,False,False,True,done,False
870,2018-11-22,266,Thursday,Thursday 22nd November 2018,3-5,15:00:00,17:00:00,120.0,3-5: RV015 PF qPCR #2 (biorad 384 not booked yet),False,False,True,False,False,not done,True
871,2018-11-23,267,Friday,Friday 23rd November 2018,,,,,Pour LB-agar plates,True,False,False,False,True,done,False
872,2018-11-23,267,Friday,Friday 23rd November 2018,10-6,10:00:00,18:00:00,480.0,10-6: PISA087 G-L (blood ready 10:30),True,True,False,False,False,done,True
873,2018-11-23,267,Friday,Friday 23rd November 2018,10-6,10:00:00,18:00:00,480.0,10-6: PISA085 L-L (blood ready 10:30),True,True,False,False,False,done,True
874,2018-11-23,267,Friday,Friday 23rd November 2018,PAO1 CFU calcs repeat,,,,PAO1 CFU calcs repeat: Bernie will do these,True,False,False,False,True,done,False
875,2018-11-23,267,Friday,Friday 23rd November 2018,,,,,Send qPCR data to Bec and TJ,True,False,False,False,True,done,False
877,2018-11-26,270,Monday,Monday 26th November 2018,,,,,"Check if missed anything for Gang, TJ or Bec",True,True,False,False,False,done,True
878,2018-11-26,270,Monday,Monday 26th November 2018,,,,,[New RA starts – will need to learn PISA],False,True,False,False,False,note,True
879,2018-11-26,270,Monday,Monday 26th November 2018,9-12,09:00:00,12:00:00,180.0,9-12: RV015 PF qPCR #1,True,True,False,False,False,done,True
880,2018-11-26,270,Monday,Monday 26th November 2018,12-2,12:00:00,14:00:00,120.0,12-2: RV015 PF qPCR #2,True,True,False,False,False,done,True
881,2018-11-26,270,Monday,Monday 26th November 2018,2,02:00:00,,,2: LN2 for PISA samples,True,False,False,False,True,done,False
882,2018-11-26,270,Monday,Monday 26th November 2018,2-4,14:00:00,16:00:00,120.0,2-4: Prep for friday’s endpoint,True,True,False,False,False,done,True
883,2018-11-26,270,Monday,Monday 26th November 2018,4-5,16:00:00,17:00:00,60.0,4-5: PAO1 O/N,True,True,False,False,False,done,True
884,2018-11-27,271,Tuesday,Tuesday 27th November 2018,11-7,11:00:00,19:00:00,480.0,11-7: PISA094 S-B (blood ready at 12),True,True,False,False,False,done,True
885,2018-11-27,271,Tuesday,Tuesday 27th November 2018,3-4,15:00:00,16:00:00,60.0,3-4: PAO1 treatment overnights,True,True,False,False,False,done,True
886,2018-11-27,271,Tuesday,Tuesday 27th November 2018,,,,,PAO1 O/N for Thursday?,True,False,False,False,True,done,False
